districte;barris;barri_nom;barri_curt;poblacio;superficies;densitat;densitat_neta;homes;dones;e0_14_anys;e15_24_anys;e25_64_anys;e65 anys_i_mes;andalusia;arago;asturies;balears;canaries;cantabria;castellalamanxa;castellalleo;catalunya;valencia;extremadura;galicia;madrid;murcia;navarra;pais_basc;rioja;ceuta_melilla;estranger;espanya;alemanya;austria;belgica;bulgaria;dinamarca;eslovaquia;eslovenia;estonia;finlandia;franca;grecia;hongria;irlanda;italia;letonia;lituania;luxemburg;malta;holanda;polonia;portugal;uk;romania;suecia;rep_txeca;xipre;albania;andorra;armenia;bielorussia;bosnia;croacia;georgia;islandia;liechtenstein;maceconia;moldavia;monaco;montenegro;noruega;russia;serbia;suissa;ucraina;algeria;angola;benin;burkinafaso;burunci;camerun;cap_verd;rep_centreafrica;congo;congo_rd;costaivori;egipte;eritrea;etiopia;gabon;gambia;ghana;guinea;guinea_bissau;guinea_equatorial;kenya;liberia;libia;macagascar;malawi;mali;marroc;maurici;mauritania;mocambic;namibia;niger;nigeria;rwanda;sao_tome_principe;senegal;seychelles;sierraleone;somalia;sucafrica;sucan;tanzania;togo;tunisia;uganca;zambia;zimbabwe;altres_paisos_africa;canaca;eeuu;antigua;bahames;barbacos;belize;costa_rica;cuba;dominica;dominicana_republica;granaca;guatemala;haiti;honcures;jamaica;mexic;nicaragua;panama;christopher_i_nevis;saintlucia;salvacor;trinitat_i_tobago;argentina;bolivia;brasil;colombia;equacor;guyana;paraguai;peru;uruguai;venecuela;xile;afganistan;arabia_saudita;azerbaidjan;bangladesh;cambodja;corea;filipines;iemen;india;indonesia;iran;iraq;israel;japo;jorcania;kazakhstan;kirguizistan;kuwait;laos;liban;malaisia;mongolia;myanmar;nepal;oman;pakistan;singapur;siria;sri_lanka;tacjikistan;tailancia;turkmenistan;turquia;uea;uzbekistan;vietnam;xina;altres_asia;australia;nova_zelanda;apatrides;per_llar;persones_per_llar;menors_24;de25_29_anys;de30_34_anys;de35_39_anys;de40_44_anys;de45_49_anys;de50_54_anys;de55_59_anys;de60_64_anys;de65_69_anys;de70_74_anys;de75_79_anys;de80_84_anys;de85_89_anys;de90_94_anys;de95_i_mes;sols_total;sense_estudis;primaris;second_inferior;second_superior;universitaris;no_consta;senseestucis_dones;primaris_dones;dones_batxilleratelemental;dones_batxilleratsuperior;dones_superior;dones_no_consta;persona1;persones2;persones3;persones4;persones5;persones6;persones7;persones8;persones9_i_mes;cap_menor;menor1;menors2;menors3;menors_4_o_mes;tots_espanyols;tots_estrangers;llars_mixtes;edatmitjana_totsespanyols;edatmitjana_totsestrangers;edatmitjana_mixtes;emigrants;emigrants_homes;emigrants_dones;naixements_2007;naixements_2008;naixements_2009;naixements2010;naixements2011;naixements2012;baixa_per_mil;alta_taxa_per_mil;total_aturats;atur_menys6mesos;atur6a12mesos;aturmes12mesos;atur_homes;atur_dones;rfbc2008_old;rfbc2009_old;rfbc2010_old;rfbc2011_old;rfbc2008;rfbc2012;rfbc2014;fins_a_75_cc;de_75_a_125_cc;de_126_a_200;de_201_a_250_cc;de_251_a_300_cc;de_301_a_500_cc;de_501_a_750_cc;mes_de_750_cc;vehiclestotal;turismes;motos;ciclomotors;furgonetes;camions;altres_vehicles;cotxes_menys_dun_any;cotxes_1_any;cotxes_2_anys;cotxes_3_anys;cotxes_4_anys;cotxes_5_anys;cotxes_6_anys;cotxes_7_anys;cotxes_8_anys;cotxes_9_anys;cotxes_10_anys;cotxes_d11_a_15;cotxes_mes_15;llars;propi_compra_pagat;propi_compra_hipoteca;propi_herencia;llogat;cedit;altra_forma;fins_a_30_m2;de31_a_60_m2;de61_a_90_m2;de91_a_120_m2;de121_a_150_m2;mes_de_150_m2;habitacio1;habitacions2;habitacions3;habitacions4;habitacions5;habitacions6;habitacions7;habitacions8;habitacions_9i_mes;amb_calefaccio;colectiva_o_central;individual;aparell_escalfar;sense_calefaccio;amb_telefon;sense_telefon;nc;amb_internet;sense_internet;ruinos;dolent;deficient;bo;preum2_2009;preum2_2010;preum2_2011;preum2_2012;preum2_2013;preulloguerm2_2011;preulloguerm2_2010.;preulloguerm2_2009;preulloguerm2_2008;preulloguerm2_2007;electors_l07;votants_l07;psc_l07;ciu_l07;pp_l07;icv_l07;erc_l07;altre_l07;electors_l11;votants_l11;ciu_l11;psc_l11;pp_l11;icv_l11;erc_l11;altres_l11;blancs_l11;nuls_l11;electors_a10;votants_a10;abstencio_a10;ciu_a10;psc_a10;pp_a10;icv_a10;erc_a10;cs_a10;si_a10;altres_a10;blancs_a10;nuls_a10;electors_a12;votants_a12;abstencio_a12;ciu_a12;pp_a12;erc_a12;psc_a12;icv_a12;cs_a12;cup_a12;altres_a12;blancs_a12;nuls_a12;electors_g11;votants_g11;abstencio_g11;ciu_g11;psc_g11;pp_g11;icv_g11;erc_g11;eb_g11;upyc_g11;pxc_g11;pirata_g11;pacma_g11;anticapitalistes_g11;uce_g11;blancs_g11;nuls_g11;electors_eu14;votants_eu14;abstencio_eu14;erc_eu14;ciu_eu14;icv_eu14;psc_eu14;pp_eu14;cs_eu14;pocem_eu14;altres_eu14;blancs_eu14;nuls_eu14;de65_anys_i_mes_sols;de75_anys_i_mes_sols;index_envelliment;index_sobreenvelliment;dependencia_dem;habitatgeææ;aparcamentsææ;comerc;industriaææ;oficinesææ;ensenyamentææ;sanitatææ;hostaleriaææ;esportiuææ;religiosææ;espectaclesææ;altres_usosææ;taxa_natalitat_2014;taxa_mortalitat_2014;taxa_immigracio_2014;taxa_emigracio_2014;pensions_no_contr_jubilacio_2012;pensions_no_contr_invalidesa_2012
7;41; la Vall d'Hebron;vallh;5494;74;75;674;2591;2903;669;481;2970;1374;333;205;20;9;8;14;136;335;3162;69;81;184;45;32;33;26;14;11;777;4953;16;1;2;10;0;0;0;0;0;12;0;2;3;34;0;0;0;0;2;4;6;8;33;2;4;0;0;0;5;0;0;0;6;0;0;0;1;0;0;0;17;0;0;11;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;5;0;8;0;6;0;14;0;14;0;1;0;0;0;0;24;10;16;46;19;0;23;48;1;26;55;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;17;0;0;1;0;2209;2.5;9;9;22;30;38;33;32;38;37;60;65;87;72;39;8;2;581;364;890;1003;1265;1291;2;221;508;501;589;744;2;581;686;459;342;97;25;5;7;7;1732;259;190;25;3;1951;103;155;47.9;31.2;40.7;148;76;72;32;45;36;31;34;37;47.9;43.5;326;118;60;148;167;159;979,950,503,634;979,801,891,668;930,173,135,758;891,189,483,336;98;90.3;87.7;31;278;47;56;18;31;62;24;3069;2135;547;182;86;59;60;49;55;94;84;92;121;143;146;148;110;107;502;324;2167;1233;374;.;421;.;.;.;832;1111;199;.;.;.;.;312;555;1039;174;.;.;.;2075;221;1188;666;.;2091;.;.;1311;856;.;.;.;2091;.;.;.;.;.;11;11;11;11;.;4148;2333;546;499;497;197;164;430;4347;2517;505;624;580;241;94;279;133;61;4280;2899;1381;823;585;595;249;150;171;58;151;103;14;4255;3242;1013;661;693;361;447;393;376;89;147;47;28;4282;3120;1162;624;854;833;303;186;47;65;33;34;23;18;3;53;44;4258;2334;1924;440;319;307;313;400;213;98;187;42;15;23.4;30.7;195.3;47.7;63.4;3809;198;69;274;2;21;4;29;31;49;0;4;7.3;8.9;31.7;22;19;22
7;42; la Clota;clota;438;18;25;72;216;222;62;37;226;113;43;6;1;0;1;1;10;11;250;3;2;6;1;4;1;0;0;0;98;338;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;3;3;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;4;0;0;5;10;0;0;0;6;4;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;2.4;3;2;8;7;4;4;3;3;3;2;3;8;5;5;0;0;60;53;95;112;80;88;0;30;37;58;34;58;0;59;75;40;15;5;4;3;2;3;158;28;16;1;3;173;18;15;45.6;27.8;33.6;13;11;2;6;4;6;2;4;2;110.6;84.1;22;8;4;10;12;11;904,741,452,245;946,441,901,454;813,971,873,237;794,636,187,268;90.5;78.5;85.1;4;17;2;8;3;4;6;10;329;165;54;46;27;19;18;4;3;5;4;10;13;11;4;8;12;7;29;43;197;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;153;.;.;.;.;197;.;.;.;.;.;.;.;.;;.;.;.;.;.;.;.;.;.;362;186;61;39;32;18;13;23;305;112;22;30;14;24;5;12;5;0;305;141;164;40;35;20;16;7;3;5;9;5;1;296;160;136;33;14;23;18;35;10;6;10;5;6;305;165;140;29;42;31;28;14;1;1;2;0;1;1;0;9;6;356;154;202;46;20;25;19;9;7;9;15;3;1;21.3;26.1;142.1;63.9;57.5;336;23;34;61;0;4;3;0;0;3;0;0;20.5;16;43.4;38.8;7;4
7;43; Horta;horta;26543;308;86;419;12500;14043;3128;2225;14578;6612;2029;648;66;41;17;41;593;1019;16608;297;393;619;152;199;75;66;52;45;3583;23761;38;3;6;13;3;4;0;1;1;65;2;3;3;191;1;7;0;1;13;30;44;21;151;12;8;0;2;2;47;1;0;0;34;0;0;0;10;0;0;2;46;0;2;42;16;1;1;1;0;7;0;0;4;0;2;1;0;1;3;7;3;6;0;0;1;1;0;0;0;2;134;0;1;0;0;0;2;0;0;15;0;0;1;0;0;2;0;2;0;0;0;0;3;18;0;0;0;0;3;29;0;197;0;1;0;81;2;36;14;8;0;0;20;0;59;196;34;145;159;0;51;145;36;33;54;1;0;0;15;0;1;25;0;36;0;1;0;0;8;6;1;0;0;0;0;1;1;0;11;0;206;1;6;0;0;1;0;0;0;0;0;113;0;0;1;0;10745;2.5;44;133;181;215;241;186;185;163;206;262;243;323;346;231;90;18;3067;2470;4857;5349;6011;4497;6;1528;2711;2636;2900;2637;2;3069;3324;2158;1572;384;107;52;22;58;8484;1333;800;109;20;9569;489;688;47.8;32.1;35.8;757;408;349;224;213;227;188;199;213;53.7;51.5;1981;717;322;942;991;991;875,078,496,066;820,847,819,843;781,943,464,244;781,888,684,253;87.5;80;83.1;252;1488;338;354;141;164;381;178;15473;9734;3296;1260;476;314;393;204;253;325;411;397;494;568;558;580;517;425;2258;2146;11154;4853;2507;652;2360;253;530;.;3535;5998;1201;187;105;.;492;2163;2656;4018;1501;125;.;.;10319;414;6594;3310;836;11013;.;141;7010;4144;.;.;321;10617;3465;3301;2951;2585;2269;11;11;12;12;12;21221;10882;3635;2297;1501;1181;1018;1250;20760;10871;2468;2696;1734;1309;672;1231;548;213;20692;12729;7963;4072;2643;1715;1400;890;401;353;724;438;93;20432;14576;5856;3600;2072;2083;2039;1984;1099;634;785;174;106;20601;14061;6540;3214;4094;2769;1493;1056;257;178;190;111;109;102;15;251;222;20377;10287;10090;2389;1725;1452;1449;1187;603;539;733;159;51;22.7;28.1;199;53.8;60.6;13.6;5662;1393;975;101;145;106;44;50;82;14;8;7.8;11.2;35;24.6;109;131
8;44; Vilapicina i la Torre Llobeta;vilap;25543;57;450;881;11756;13787;3002;2176;14192;6173;1683;765;59;36;32;29;601;1154;14694;263;363;655;173;159;74;75;57;47;4624;22120;28;1;4;38;1;2;0;1;0;57;8;6;1;150;0;0;0;0;9;30;7;19;78;8;3;0;1;1;40;1;0;1;87;0;0;1;9;0;0;1;56;1;2;47;22;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;8;0;0;0;0;0;0;0;0;117;0;1;0;0;0;17;0;0;16;0;0;0;0;0;0;0;3;0;0;0;0;1;18;0;0;0;0;0;34;1;161;0;1;0;109;0;24;13;3;0;0;24;0;89;430;45;222;359;0;68;320;20;51;41;1;0;0;1;0;1;1;0;16;2;12;0;0;4;0;0;1;0;0;0;0;0;0;3;0;139;0;3;0;0;0;0;2;1;1;0;311;1;1;0;0;10447;2.4;25;117;178;214;194;183;158;182;186;250;263;318;348;245;102;25;2988;2023;4682;5558;5860;4171;9;1278;2762;2848;2844;2448;7;2992;3237;2069;1506;379;129;58;32;44;8244;1312;786;81;23;9061;572;813;48.6;31.2;34.1;724;354;370;230;229;217;176;202;203;61.1;66.1;1833;668;295;870;923;910;817,128,113,501;801,075,775,631;803,906,539,999;722,982,235,671;81.7;71.7;71.1;158;1175;210;248;85;134;294;146;13320;8698;2450;1084;438;290;360;210;221;281;324;316;492;507;521;495;434;433;1924;1951;11095;4755;2854;506;2424;166;390;.;2699;7169;1010;.;.;.;266;2255;3038;3765;1396;215;.;.;10036;549;6043;3444;1059;10915;.;165;7037;4058;.;.;357;10515;.;3103;2819;2332;2200;10;11;12;12;12;19739;10412;3637;1967;1813;951;865;1179;19294;10343;2206;2798;1993;1007;481;1160;518;180;19166;12036;7130;3617;2640;1973;1058;728;523;274;736;401;86;19124;13612;5512;3004;2354;1669;2103;1836;1180;474;710;182;100;19165;13354;5811;2904;4080;3066;1263;700;225;208;205;111;87;52;24;228;201;19144;9841;9303;1938;1459;1291;1499;1391;772;541;702;142;106;25;29.9;192;56.1;58.5;12212;5179;1256;740;147;161;25;33;9;17;5;14;7.7;11;33.6;29.3;102;94
8;45; Porta;porta;24193;84;288;695;11427;12766;2831;1876;13249;6237;2090;784;47;27;26;42;611;1222;12717;282;358;777;141;195;46;51;30;45;4702;20505;29;2;4;27;2;3;1;0;2;31;2;3;3;105;4;2;0;0;8;14;29;14;52;5;2;0;0;0;168;7;0;0;52;0;0;0;7;0;0;0;82;0;2;75;23;2;0;0;0;6;0;0;0;0;1;7;0;0;0;3;6;24;1;4;2;0;0;0;0;0;222;0;1;0;0;0;15;0;0;21;0;0;1;1;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;42;1;218;0;4;1;126;0;16;18;0;0;0;10;0;72;377;96;228;365;0;115;289;27;36;39;0;0;0;21;0;1;18;0;55;0;0;3;2;3;1;2;0;0;0;0;1;2;0;15;0;199;0;9;0;0;0;0;2;0;4;2;177;3;1;0;0;10148;2.4;24;109;222;267;227;165;154;154;197;228;243;356;348;231;92;16;3033;2576;5218;5540;5107;2923;7;1585;2915;2677;2461;1732;3;3035;3235;2027;1.2;353;134;87;23;50;8063;1248;721;88;24;8689;605;850;49.5;30.9;33.8;854;418;436;224;175;205;212;201;201;68;68.6;1775;628;288;859;914;862;74,209,353,284;701,788,873,419;706,787,417,963;638,876,850,176;74.2;60.5;61.3;134;880;149;189;50;113;250;101;11753;7990;1866;942;359;279;317;172;211;227;280;277;390;432;458;444;400;374;1927;1888;11072;5128;2456;426;2352;171;538;.;4086;6149;587;.;.;.;346;1976;3089;4464;972;.;.;.;8965;277;4915;3774;2106;10472;.;599;5851;5220;.;.;656;9808;.;3206;2737;2285;2058;11;11;12;12;12;20751;9205;3615;1429;1581;778;634;1168;18064;9191;1583;2914;1932;904;378;954;385;141;17872;10220;7652;2828;2588;1818;894;532;450;175;542;331;62;17834;12186;5648;2181;2276;1194;2399;1561;1227;359;696;168;125;17935;12142;5793;2119;4292;2941;1139;516;181;171;201;70;74;51;14;192;181;17918;8318;9600;1382;933;1050;1638;1292;650;504;676;107;86;24;30.1;205.8;54.9;62.4;11474;5122;1001;560;134;86;4;38;15;15;10;16;9.6;9.2;37.5;31.9;105;140
8;46; el Turo de la Peira;peira;15593;35;440;1161;7206;8387;1994;1454;8178;3967;1027;517;38;19;18;25;381;601;7347;179;174;296;75;128;35;24;34;18;4657;11937;18;1;5;9;0;0;1;0;3;27;3;1;4;59;0;2;0;0;9;27;22;4;94;15;6;0;1;0;55;2;3;1;121;0;0;0;2;0;0;0;52;1;1;69;27;2;0;1;0;3;0;0;0;0;0;0;0;1;0;2;0;8;0;0;0;0;0;0;0;1;178;1;0;0;0;0;8;0;0;17;0;0;0;1;0;0;0;1;0;0;0;0;2;5;0;0;0;0;0;18;0;377;0;4;0;100;0;8;5;1;0;0;25;0;68;764;70;130;398;0;94;199;16;27;52;0;0;0;3;0;0;0;0;24;0;1;0;2;2;0;0;0;0;0;0;0;0;0;2;0;316;0;1;0;0;0;0;2;0;0;0;71;0;0;0;0;6107;2.5;20;63;78;112;106;96;123;100;99;83;101;238;379;243;71;8;1.92;1663;3622;3442;2945;1504;2;1079;2064;1719;1467;871;1;1923;1824;1001;767;277;143;72;41;59;4726;784;484;85;28;4851;501;755;51.9;30.2;31.5;501;245;256;140;154;148;141;135;168;90.1;92.2;1145;425;183;537;573;571;649,572,270,019;578,287,706,846;539,722,928,139;586,403,373,111;65;56.4;51.6;83;522;97;112;36;61;142;50;6177;4009;1103;631;188;121;125;69;82;107;109;129;187;208;208;232;175;189;1014;1077;6321;2232;1641;165;1972;126;185;.;2779;3244;249;.;.;.;319;1249;2254;1866;424;.;.;.;5557;187;2277;3093;764;6290;.;.;3239;3082;.;.;920;5357;.;.;.;.;2014;11;11;12;12;12;10648;5157;2196;828;947;377;315;494;10579;4808;831;1648;1010;413;199;465;185;57;10420;5445;4975;1262;1591;870;420;283;224;70;544;155;26;10271;6288;3983;1122;1117;655;1366;746;583;165;395;97;42;10406;6317;4089;961;2438;1496;538;286;86;75;154;32;47;13;8;92;91;10340;4419;5921;710;514;470;968;678;377;228;373;56;45;29.4;33.9;179.3;72.5;63.5;6964;1214;796;361;31;59;11;6;9;14;0;1;9.2;10.1;46.9;36.3;66;67
8;47; Can Peguera;cpeg;2230;12;187;268;1046;1184;276;247;1163;544;199;41;5;3;4;3;22;40;1597;23;19;15;27;30;2;4;2;4;190;2109;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;27;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;4;0;3;0;0;0;1;0;1;0;0;0;0;0;0;4;5;1;7;9;0;0;7;1;3;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;934;2.4;6;11;19;31;23;12;19;18;18;20;26;33;35;25;0;0;296;329;564;575;351;124;0;210;318;275;167;78;0;298;274;179;115;46;15;7;1;3;739;113;65;15;6;863;17;58;46.9;27.1;29.8;81;46;35;18;23;17;16;26;18;29.9;50.9;159;59;26;74;80;78;528,322,785,057;433,397,681,164;383,642,104,993;526,846,708,222;52.8;53.1;53.1;7;94;16;13;7;8;23;8;1116;662;176;181;43;26;28;13;11;19;30;23;34;23;25;27;21;25;170;203;987;.;169;.;765;.;.;.;711;266;.;.;.;.;136;266;192;300;.;.;.;.;845;.;403;427;142;780;.;198;466;521;.;.;.;760;.;.;.;.;;.;.;.;.;.;1739;660;357;75;64;50;45;69;1830;700;106;281;86;55;32;103;30;7;1829;797;1032;181;274;86;67;41;36;13;68;12;19;1788;964;824;167;102;122;244;110;83;45;68;14;9;1818;984;834;139;448;165;67;42;12;13;36;10;10;7;2;20;13;1782;617;1165;135;52;71;150;45;36;30;83;13;2;25.1;26.7;174.5;62.7;62.9;915;214;7;18;0;13;0;0;0;2;0;0;6.3;13;39.5;40.8;23;60
8;48; la Guineueta;guine;15117;61;247;672;7052;8065;1803;1197;7833;4284;1495;453;43;21;21;28;430;736;8912;196;266;405;107;99;48;38;38;52;1729;13943;14;0;3;8;0;1;0;0;0;20;2;1;2;75;0;0;0;0;7;15;10;8;58;3;0;0;1;0;28;1;2;0;22;0;0;0;3;0;0;1;33;2;0;39;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;1;0;0;0;0;0;3;37;0;0;0;0;0;6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;24;0;37;0;0;0;63;0;16;6;0;0;0;2;0;51;65;28;85;114;0;38;89;11;11;26;0;0;0;0;0;4;10;0;0;0;0;0;1;6;0;0;0;0;0;5;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;56;0;0;0;0;6197;2.4;12;42;81;99;85;78;81;89;118;153;131;203;234;153;59;5;1623;1521;3028;3479;3243;1913;0;955;1808;1738;1543;1100;0;1625;2049;1277;905;218;70;23;16;13;4874;775;486;51;10;5673;167;356;48.9;32.3;35.5;318;155;163;115;121;112;122;108;124;45.3;43.9;1273;479;203;591;657;617;819,837,918,996;769,492,109,086;714,967,779,373;588,726,857,512;82;56.1;54.5;106;577;100;153;53;91;154;76;8018;5655;1310;574;183;150;146;139;159;170;193;236;288;340;321;303;279;249;1327;1290;6898;3873;1423;159;1063;.;311;.;1300;4833;706;.;.;.;183;759;1818;2551;1472;.;.;.;6370;247;4229;1894;528;6217;.;681;4126;2771;.;.;.;6217;.;.;.;.;.;10;10;11;11;12;12781;6648;2665;980;1334;505;396;768;12209;6527;1058;2022;1533;587;248;688;278;113;12150;7306;4844;1888;1843;1422;685;357;350;88;405;218;50;11994;8532;3462;1436;1707;803;1568;1114;954;251;508;106;85;12113;8375;3738;1363;2793;2203;812;353;109;130;187;56;66;27;13;153;110;11963;5913;6050;918;617;699;1076;1002;583;406;485;89;38;21.7;28.5;220;53;71;6938;2.87;634;276;80;103;27;19;30;11;0;11;6.8;11.4;26.1;24.1;48;84
8;49; Canyelles;cany;7102;79;90;781;3406;3696;812;657;4032;1601;985;150;12;8;3;9;238;315;4236;68;172;198;40;72;11;17;16;20;532;6736;6;0;1;0;0;0;1;0;0;5;2;1;1;14;1;0;0;0;2;4;4;0;20;0;2;0;0;1;9;0;0;0;4;0;0;0;1;0;0;0;8;0;0;11;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;4;0;1;0;0;0;0;8;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;8;0;0;0;29;0;3;0;0;0;0;0;0;14;21;10;17;35;0;27;24;7;5;5;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;3;0;0;0;13;0;0;0;0;2801;2.5;5;19;31;28;28;18;30;57;54;84;75;74;77;38;14;0;632;879;1678;1878;1188;589;3;530;915;923;566;366;2;633;901;651;468;96;27;11;8;6;2213;335;222;26;5;2634;54;113;46.7;33.4;34.6;172;91;81;45;53;50;55;48;46;36.5;32.4;621;234;99;288;320;301;753,574,570,567;708,721,239,476;754,213,365,218;702,277,268,377;75.4;61.1;57;29;259;32;52;17;37;79;37;4106;2882;542;347;131;86;118;60;70;76;117;118;186;183;204;177;141;168;722;444;2619;1428;697;.;229;.;139;.;146;2251;221;.;.;.;.;521;480;1227;303;.;.;.;2493;243;1737;513;126;2619;.;.;1555;1063;.;.;.;2619;;;;;;10;10;10;10;.;6176;2854;1341;297;533;232;133;318;5938;2943;337;1073;661;289;84;297;110;92;5973;3282;2691;728;961;646;264;150;172;32;203;108;18;5824;3987;1837;398;736;344;977;520;511;102;296;61;42;5893;3998;1895;460;1592;1024;347;102;60;63;146;20;17;15;9;82;61;5740;2660;3080;343;144;315;652;379;281;244;226;48;28;22;27;187;45.6;55.4;2921;327;208;73;37;13;3;2;4;1;0;1;6.1;8.4;21.1;22;44;50
8;50; les Roquetes;roq;15768;64;246;860;7681;8087;2335;1642;9023;2768;2182;194;23;11;14;12;348;368;7633;113;311;343;78;100;15;16;9;28;3970;12436;5;7;1;20;2;4;2;0;1;16;0;3;0;61;0;6;0;0;6;16;24;10;200;2;0;0;0;0;45;1;0;0;10;0;0;0;8;0;0;1;55;1;9;44;11;0;0;1;0;7;0;0;2;0;1;2;0;0;1;0;11;40;4;11;0;0;0;0;1;6;223;0;1;0;0;1;54;0;0;15;0;0;0;0;0;0;2;0;1;0;0;0;0;4;0;0;0;0;2;21;0;95;0;11;0;635;0;11;13;1;0;0;14;0;31;130;56;89;463;1;45;117;30;28;26;0;0;1;3;0;0;5;0;66;0;4;7;0;2;0;0;0;0;0;0;0;0;0;0;0;360;0;0;0;0;3;0;0;0;4;0;99;0;0;0;0;5918;2.7;25;75;102;145;119;81;86;85;92;121;101;137;171;93;46;5;1484;2290;3704;4173;2256;902;2;1378;1841;1983;1163;538;1;1486;1717;1222;883;299;152;74;34;52;4302;935;528;116;38;4748;597;574;44.8;29.7;30.7;659;328;331;169;196;159;187;191;161;96.7;90;1347;507;215;625;695;653;602,722,673,453;550,016,090,885;53,344,597,199;537,762,880,183;60.3;52.8;50.4;74;504;77;94;27;69;157;60;7817;5158;1062;745;295;250;307;77;86;128;142;174;247;249;254;300;266;237;1313;1362;5312;2462;1755;175;574;.;319;.;2751;2238;197;.;.;.;523;1577;1302;1411;391;.;.;.;4330;.;2097;2138;982;5257;.;.;2806;2506;.;.;349;4861;2707;2589;2326;2015;1745;10;11;11;11;12;11012;4515;2451;321;691;397;202;453;10589;4279;421;1779;834;412;126;432;206;69;10468;4873;5595;966;1704;814;453;173;230;52;323;129;29;10394;6006;4388;519;1073;383;1747;800;699;155;468;92;70;10469;6144;4325;555;2748;1432;571;187;71;107;173;37;39;34;13;90;87;10339;3825;6514;399;178;462;1166;477;377;276;401;56;33;24.1;32.9;111.4;49.1;50.4;7029;1414;650;646;24;62;6;21;22;2;0;0;9.8;7.2;45.3;37.7;51;149
